Character,Reading,Examples
𧊉,bướm,"𧊉𧊉 bươm bướm
𧊉𣎀 bướm đêm
𢒎𧊉 bay bướm"
𧊉,bươm,"𧊉𧊉 bươm bướm
⇔𧊉bướm"
販,buôn,"販𬥓 buôn bán
販轉 buôn chuyến
[異]奔"
𢞂,buồn,"𢞂𱟓 buồn rầu
信𢞂 tin buồn
𢞂𥄬 buồn ngủ"
捹,buông,"捹挵 buông lỏng
捹赦 buông tha
捹㗰 buông tuồng
捹𣵶 buông xuôi"
椖,buồng,"椖浸 buồng tắm
椖梩 buồng lái
椖絁 buồng the
椖絩 buồng thêu
椖𱑛 buồng trứng
椖荎 buồng chuối
[異]蓬𢩣𱟧"
嗙,bướng,嗙秉 bướng bỉnh
嗙,phèng,嗙嗙 phèng phèng
𫄂,buột,"𫄂𠰘 buột miệng
𫄂𢬣 buột tay"
芣,búp,"茶芣 chè búp
芣笀 búp măng
[翻]"
芣,bụp,"㡴芣 lụp bụp
[翻]"
筆,BÚT,"筆啤 bút bi
筆𣛠 bút máy
筆鈘 bút chì
隨筆 tuỳ bút
[翻]"
侼,bụt,"翁侼 ông Bụt
𩂐侼 dâm bụt"
郵,BƯU,"郵件 bưu kiện
郵帖 bưu thiếp
郵影 bưu ảnh
郵電 bưu điện"
迦,CA,德釋迦 Đức Thích Ca
迦,ga,"𦎡迦逋 Xinh-ga-po(bo)
[翻]"
哥,CA,大哥 đại ca
哥,KHA,"楊三哥 Dương Tam Kha
蒙哥 Mông Kha"
喀,ca,"叫喀 kêu ca
交喀 giao ca
[翻]"
歌,CA,"歌士 ca sĩ
山歌 sơn ca
歌𠿿 ca ngợi
歌頌 ca tụng
凱歌 khải ca
唱歌 xướng ca"
歌,cà,"歌毛 Cà Mau
𡨸尼得讀如格發音尼只𥪝名詞𥢆尼。Chữnàyđượcđọcnhưcáchphátâmnàychỉtrongdanhtừriêngnày."
𪥘󠄁,cả,"悉𪥘󠄁 tất cả
𪥘󠄁茹 cả nhà
仉𪥘󠄁 kẻ cả
[異]奇"
亇,cá,"亇度 cá độ
亇挶 cá cược
亇𥅘 cá nháy"
個,CÁ,"個別 cá biệt
個人 cá nhân
個性 cá tính"
𩵜,cá,"𡥵𩵜 con cá
𩵜馭 cá ngựa
𩵜𩸄 cá quả"
茄,cà,"茄𦻳 cà tím
茄䣷 cà chua
茄𡳝 cà-rốt"
㧝,cà,"㧝椒 cà tiêu
𤛠㧝𨉞𠓨𣘃 trâu cà lưng vào cây"
袈,CÀ,袈裟 cà sa
各,CÁC,"各伴 các bạn
各位 các vị"
閣,CÁC,"內閣 nội các
閨閣 khuê các
[翻]"
閣,gác,閣𠻴 gác lửng
革,CÁCH,"革命 cách mạng
革職 cách chức"
格,CÁCH,"格式 cách thức
特格 đặc cách
性格 tính cách
規格 quy cách
攊格 lách cách"
隔,CÁCH,"隔賒 cách xa
隔低 cách đây
隔音 cách âm
隔別 cáchbiệt
隔離 cách li
隔阻 cách trở"
骼,CÁCH,骨骼 cốt cách
改,CẢI,"改善 cải thiện
改良 cải lương
改正 cải chính
改𡏢 cải mả"
丐,cái,"丐尼 cái này
丐茹 cái nhà
丐𢃱 cái mũ"
蓋,CÁI,蓋世 cái thế
𡣨,cái,"𡨸𡣨 chữ cái
𤙭𡣨 bò cái
蕊𡣨 nhị cái
[異]𡛔"
𠳚,cãi,"爭𠳚 tranh cãi
𠴞𠳚 bàn cãi"
𨐮,cay,"𨐮䔲 cay đắng
𨐮勾 cay cú"
𦓿,cày,"捁𦓿 kéo cày
𫁵𦓿 điếu cày"
𦓿,cầy,⇔𦓿cày
𣘃,cây,"𣘃樻 cây cối
𣘃樋 cây thông"
𥝽,cấy,"𥝽穭 cấy lúa
[翻]"
甘,CAM,"甘願 cam nguyện
甘結 cam kết
不甘 bất cam
甘𠹾 cam chịu
甘露 cam lộ
[翻]"
柑,CAM,"䏧柑 da cam
柑桔 cam quýt
柑𡊳 cam sành
𦭷柑 màu cam"
疳,CAM,"病疳 bệnh cam
疳㾹 cam sài"
感,CẢM,"感恩 cảm ơn
感想 cảm tưởng
感動 cảm động"
感,cám,"感景 cám cảnh
感誘 cám dỗ
感恩 cám ơn"
𥽇,cám,𥺑𥽇 tấm cám
橄,cạm,橄擺 cạm bẫy
㤌,căm,"㤌㘋 căm hờn
㤌𢚷 căm giận"
㩒,cắm,"㩒寨 cắm trại
塢㩒 ổ cắm"
扲,cặm,"扲𢷴 cặm cụi
扲𪲍 cặm nêu"
噤,câm,"噤𠰘 câm miệng
劇噤 kịch câm
噤𦖡 câm điếc"
唫,cẩm,"𡀫唫 lẩm cẩm
𫣅唫 ngài cẩm"
錦,CẨM,"錦繡 cẩm tú
[翻]"
錦,gấm,錦𦄾 gấm vóc
禁,CẤM,"禁斷 cấm đoán
禁忌 cấm kị
嚴禁 nghiêm cấm
禁止 cấm chỉ
禁地 cấm địa
禁口 cấm khẩu"
芩,CẦM,黃芩 hoàng cầm
琴,CẦM,"洋琴 dương cầm
古琴 cổ cầm"
禽,CẦM,"禽獸 cầm thú
家禽 gia cầm"
擒,CẦM,"擒權 cầm quyền
監擒 giam cầm
擒𢬣 cầm tay
擒囚 cầm tù"
干,CAN,"干犯 can phạm
干係 can hệ
干戈 can qua
干拫 can ngăn
天干 Thiên Can
干打僥 can đánh nhau
[翻]"
杆,CAN,"欄杆 lan can
紙杆 giấy can"
肝,CAN,"心肝 tâm can
肝腸 can trường
肝膽 can đảm"
肝,gan,𫰅肝𡘯𦟽 to gan lớn mật
捍,cản,捍阻 cản trở
桿,cán,"桿斤 cán cân
桿刀 cán dao"
擀,CÁN,"擀𨨧 cán thép
擀麪𥾘 cán mì sợi
被車擀 bị xe cán"
㨴,càn,"𫜵㨴 làm càn
㨴𢭯 càn quét"
𣴓,cạn,"噥𣴓 nông cạn
北𣴓 Bắc Kạn (Cạn)"
根,CĂN,"根源 căn nguyên
根病 căn bệnh
根房 căn phòng
根腳 căn cước
根𢱨 căn vặn
根吲 căn dặn"
哏,cắn,"哏𪘵 cắn răng
㹥哏 chó cắn"
𣝀,cằn,"𣝀𦓊 cằn cỗi
𣝀㧢 cằn nhằn"
巾,CÂN,巾帶 cân đai
巾,khăn,"巾襖 khăn áo
巾𢬣 khăn tay
巾㨂 khăn đóng"
斤,CÂN,"淬斤 sút cân
𬨠斤 lên cân
桿斤 cán cân
斤𢩮 cân nhắc
斤對 cân đối
三角斤 tam giác cân"
筋,CÂN,筋肉 cân nhục
筋,gân,"筋骨 gân cốt
筋槶 gân guốc"
謹,CẨN,"信謹 tin cẩn
謹慎 cẩn thận
不謹 bất cẩn
謹密 cẩn mật
[翻]"
芹,CẦN,"蔞芹 rau cần
芹苴 Cần Thơ
芹沙 cần sa"
竿,cần,"竿鉤 cần câu
竿𫽚 cần cẩu"
勤,CẦN,"殷勤 ân cần
勤儉 cần kiệm
後勤 hậu cần
勤劬 cần cù"
懃,cần,"不懃 bất cần
懃急 cần kíp
懃切 cần thiết
[異]勤"
近,CẬN,"接近 tiếp cận
附近 phụ cận
親近 thân cận
近代 cận đại
近視 cận thị"
近,gần,"近𨗥 gần gũi
近如 gần như
近低 gần đây
[翻][異]𧵆"
近,gận,"近近 gần gận
⇔近gần[翻]"
港,CẢNG,"海港 hải cảng
𤅶港 bến cảng
港軍事 cảng quân sự"
𪨈,càng,"𪨈欣 càng hơn
𪨈佟𪨈𢝙 càng đông càng vui
薑𪨈𫅷𪨈𨐮 gừng càng già càng cay
[異]強彊"
𫋙,càng,"𫋙𧍆 càng cua
蜆𫋙 kiến càng
𫋙車𤙭 càng xe bò
𫋙炮 càng pháo
𢬣𫋙𧵑鉗共力 tay càng của kìm cộng lực"
矜,CĂNG,"驕矜 kiêu căng
[翻]"
矜,găng,"𠄩邊矜 hai bên găng
情形抔矜 tình hình bớt găng
矜𢬣 găng tay"
更,CANH,"更𣌉 canh khuya
擒更 cầm canh
更新 canh tân
更博 canh bạc
更𨷯 canh cửa
更庫 canh kho"
更,CÁNH,自力更生 tự lực cánh sinh
耕,CANH,"耕作 canh tác
深耕 thâm canh"
羹,CANH,"羹䣷 canh chua
𩚵羹 cơm canh
餅羹 bánh canh
羹𫇿 canh thuốc
羹蜜 canh mật"
景,CẢNH,"風景 phong cảnh
景觀 cảnh quan
背景 bối cảnh
配景 phối cảnh"
景,kiểng,⇔景cảnh
境,CẢNH,"環境 hoàn cảnh
入境 nhập cảnh
境遇 cảnh ngộ"
境,kiểng,⇔境cảnh
警,CẢNH,"警察 cảnh sát
警報 cảnh báo
警醒 cảnh tỉnh
警官 cảnh quan"
警,kiểng,⇔警cảnh
耿,cánh,耿耿 canh cánh
耿,canh,"耿耿 canh cánh
⇔耿cánh"
梗,CÁNH,桔梗 cát cánh
梗,ngành,"𦰟梗 ngọn ngành
梗工業 ngành công nghiệp
共梗 cùng ngành"
梗,nhành,⇔梗ngành
竟,CÁNH,究竟 cứu cánh
𦑃,cánh,"拮𦑃 cất cánh
𦑃𢬣 cánh tay
𦑃垌 cánh đồng
花梅固𠄼𦑃 hoa mai có năm cánh"
莄,cành,"莄𣘃 cành cây
莄幡 cành phan
莄蘔 cành nhánh
[異]梗"
𧣲,cạnh,"邊𧣲 bên cạnh
𧣲𥉯 cạnh khoé
㓶𧣲 khía cạnh"
高,CẠNH,競爭 cạnh tranh
高,ganh,"競𨅮 ganh đua
競比 ganh tị"
高,CAO,"高𡘯 cao lớn
高度 cao độ
歲高 tuổi cao
𣘃高粱 cây cao lương
[翻]"
膏,CAO,"膏虎骨 cao hổ cốt
膏粱美味 cao lương mĩ vị
膏蒭 cao-su"
告,CÁO,"告別 cáo biệt
廣告 quảng cáo
抗告 kháng cáo
被告 bị cáo
告辭 cáo từ
告官 cáo quan"
𤞺,cáo,"𤞺𫅷 cáo già
𡥵𤞺 con cáo"
誥,CÁO,平吳大誥 Bình Ngô đại cáo
搞,cào,蒲搞 bồ cào
哈,cáp,哈光 cáp quang
哈,ngáp,"哈𨱽 ngáp dài
[翻]"
𢲩,cắp,"咹𢲩 ăn cắp
仉𢲩 kẻ cắp
[異]𠎨"
笈,cặp,"笈𥰇 cặp kè
笈對 cặp đôi
[翻]"
笈,kíp,秘笈 bí kíp
靸,cặp,"靸䏧 cặp da
靸𠫾學 cặp đi học"
急,CẤP,"急迫 cấp bách
危急 nguy cấp"
急,gấp,"急𢰽 gấp gáp
急捽 gấp rút"
急,kíp,懃急 cần kíp
級,CẤP,"上級 thượng cấp
中級 trung cấp
超級 siêu cấp
[翻]"
給,CẤP,供給 cung cấp
及,CẬP,"追及 truy cập
不及 bất cập
提及 đề cập
及笄 cập kê"
及,kịp,"及時 kịp thời
𦤾及 đến kịp
蹺及 theo kịp
[翻]"
及,vập,橅及 vồ vập
忣,cập,"𤇥忣 lập cập
忣𢙼 cập kễnh
憞忣忣 run cầm cập"
忣,cầm,"忣忣 cầm cập
⇔忣cập"
吉,CÁT,"吉祥 cát tường
[翻]"
𡋥,cát,"雹𡋥 bão cát
𡓁𡋥 bãi cát"
葛,CÁT,"葛藤 cát đằng
𣱆諸葛 họ Gia Cát"
割,CÁT,割據 cát cứ
割,cắt,"割𦹯 cắt cỏ
割義 cắt nghĩa"
詰,CẬT,詰問 cật vấn
詰,gạt,"𬐸詰 lừa gạt
量詰 lường gạt
[翻]"
槹,cau,"𣘃槹 cây cau
𦺓槹 trầu cau"
勾,CÂU,勾結 câu kết
勾,cú,"膠勾 keo cú
𨐮勾 cay cú
勾癒 cú rũ"
句,CÂU,"句𠳨 câu hỏi
句詩 câu thơ
句文 câu văn"
句,CÚ,"句句 câu cú
句格 cú cách
句法 cú pháp
𠬠句電話 một cú điện thoại"
拘,CÂU,"拘泥 câu nệ
拘束 câu thúc"
拘,CÂU,俱樂部 câu lạc bộ
拘,CỤ,"俱備 cụ bị
俱全 cụ toàn"
拘,cu,"坡梨俱 Bờ-lây-cu (Pleiku)
𡨸尼得讀如格發音尼只𥪝名詞𥢆尼。Chữnàyđượcđọcnhưcáchphátâmnàychỉtrongdanhtừriêngnày."
拘,cụ,"俱翁 cụ ông
俱嫩 cụ non
師俱 sư cụ"
鉤,CÂU,"鉤𩵜 câu cá
𦧜鉤 lưỡi câu"
鳩,câu,"𪁭鳩 bồ câu
翁鳩 ông câu"
苟,CẨU,苟且 cẩu thả
㧨,cấu,"搞㧨 cào cấu
㧨㧼 cấu véo
㧨扯 cấu xé"
媾,CẤU,交媾 giao cấu
構,CẤU,"機構 cơ cấu
構造 cấu tạo
虛構 hư cấu
構成 cấu thành
構結 cấu kết
構思 cấu tứ"
求,CẦU,"要求 yêu cầu
求奇 cầu kì
求救 cầu cứu
請求 thỉnh cầu"
球,CẦU,"形球 hình cầu
球𣯡 cầu lông
跢球 đá cầu
半球 bán cầu"
球,giu,阮福永球 Nguyễn Phúc Vĩnh Giu
舅,cậu,"舅𫲎 cậu mợ
舅𪥘󠄁 cậu cả"
𢮩,co,𢮩肌 co cơ
𦹯,cỏ,"𡓁𦹯 bãi cỏ
𦹯𦱊 cỏ tranh
[異]𦹵"
瞿,cò,"瞿銃 cò súng
瞿鋸 cò cưa
瞿𥰇 cò kè"
𪂲,cò,"𡥵𪂲 con cò
𪂲𩝇 cò mồi
爐𪂲 lò cò
濁渃脿𪂲 đục nước béo cò"
孤,CÔ,"孤獨 cô độc
孤兒 cô nhi
孤單 cô đơn
孤立 cô lập
孤魂 cô hồn
摩孤 ma-cô"
姑,CÔ,"姑教 cô giáo
姑娘 cô nương
尼姑 ni cô"
菇,CÔ,冬菇 đông cô
辜,CÔ,報辜 báo cô
古,CỔ,"𣘊古 đồ cổ
古傳 cổ truyền
城古 thành cổ
古敬 cổ kính
埃及古 Ai Cập cổ
[翻]"
古,gổ,𨠳古 gây gổ
股,CỔ,"股份 cổ phần
股東 cổ đông"
𦙶,cổ,"㹯高𦙶 hươu cao cổ
𦙶𢬣 cổ tay
𦙶襖 cổ áo
[異]股"
鼓,CỔ,"鼓動 cổ động
鼓舞 cổ vũ
鼓吹 cổ xuý"
固,CỐ,"加固 gia cố
固定 cố định
頑固 ngoan cố
鞏固 củng cố
固守 cố thủ
固執 cố chấp"
固,có,"固体 có thể
固𫯳 có chồng
固錢 có tiền
固欺 có khi
固歲 có tuổi
皐固 cau có"
故,CỐ,"事故 sự cố
故鄉 cố hương
俱故 cụ cố
故總秘書 cố Tổng Bí thư"
故,cớ,"故事 cớ sự
摱故 mượn cớ
原故 nguyên cớ
緣故 duyên cớ"
雇,CỐ,"雇主 cố chủ
雇農 cố nông
擒雇 cầm cố"
痼,CỐ,痼疾 cố tật
錮,CỐ,禁錮 cấm cố
顧,CỐ,照顧 chiếu cố
飢,CƠ,"飢極 cơ cực
飢寒 cơ hàn"
姬,CƠ,嫗姬 Âu Cơ
基,CƠ,"基礎 cơ sở
基業 cơ nghiệp
基數 cơ số
基督 Cơ Đốc
[翻]"
幾,CƠ,"幾乎 cơ hồ
幾萬 cơ man"
機,CƠ,"時機 thời cơ
飛機 phi cơ
機關 cơ quan
投機 đầu cơ
專機 chuyên cơ
無機 vô cơ"
𢤫,cỡ,"縸𢤫 mắc cỡ
()"
櫸,cỡ,"戟櫸 kích cỡ
尋櫸 tầm cỡ
()"
唂,cóc,"扒唂 bắt cóc
唂𫜵得 cóc làm được
𠯿唂 lóc cóc"
谷,CỐC,"山谷 sơn cốc
深山窮谷 thâm sơn cùng cốc
椂谷 lốc cốc
[翻]"
穀,CỐC,"嗛穀 kem cốc
辟穀 tịch cốc
炭穀 than cốc"
䁛,coi,"䁛冊 coi sách
䁛茹 coi nhà
[異]𥋳"
𩲡,còi,"𠀲𡮣𩲡 đứa bé còi
𩲡梮 còi cọc
𩲡𩩫 còi xương"
𧥇,còi,"㗂𧥇 tiếng còi
𠺙𧥇 thổi còi"
𡎝,cõi,"𡎝𠁀 cõi đời
膁𡎝 còm cõi"
瑰,CÔI,玟瑰 mân côi
樻,cối,𣘃樻 cây cối
檜,cội,"檜源 cội nguồn
()"
檜,củi,檜焒 củi lửa
檜,cỗi,⇔檜cội
𢶒,cởi,"𢶒襖 cởi áo
𢶒𢲫 cởi mở
()"
𥖜,cộm,"𪠗𥖜 dày cộm
礷𥖜 lộm cộm
浽𥖜 nổi cộm"
𥖜,cồm,"𥖜𥖜 cồm cộm
⇔𥖜cộm"
𩚵,cơm,"咹𩚵 ăn cơm
𠺙𩚵 thổi cơm"
慬,cỡm,𥗌慬 kệch cỡm
慬,ngẩn,𢠐慬 ngơ ngẩn
慬,dẩn,"𠽐慬 dớ dẩn
⇔慬ngẩn"
𡥵,con,"𤯰𡥵 đẻ con
𡥵丐 con cái
婆𡥵 bà con
𡥵博 con bạc
[異]昆"
𡥵,cỏn,"𡥵𡥵 cỏn con
⇔𡥵con"
𡀳,còn,"𡀳徠 còn lại
𡀳之 còn gì
𦓡𡀳 mà còn
[異]群"
昆,CÔN,"昆蟲 côn trùng
銃昆 súng côn
[翻]"
崑,CÔN,崑崙 Côn Lôn
崑,con,"崑嵩 Con (Kon) Tum
𡨸尼得讀如格發音尼只𥪝名詞𥢆尼。Chữnàyđượcđọcnhưcáchphátâmnàychỉtrongdanhtừriêngnày."
棍,CÔN,"遊棍 du côn
棍徒 côn đồ
棍拳 côn quyền"
棍,gòn,柴棍 Sài Gòn
𩂀,cơn,"𩂀𩄎 cơn mưa
𩂀𩙍 cơn gió
源𩂀 nguồn cơn
[異]干"
工,CÔNG,"工役 công việc
工人 công nhân
工具 công cụ"
公,CÔNG,"公司 công ti
公安 công an
公園 công viên"
功,CÔNG,"功勞 công lao
功名 công danh"
䲲,công,𪀄䲲 chim công
𨶛,cổng,"𨶛𥯌 cổng tre
𨶛嘲 cổng chào"
𣹟,cống,"塘𣹟 đường cống
橋𣹟 cầu cống
𤝞𣹟 chuột cống"
𨫋,cồng,"丐𨫋 cái cồng
㗂𨫋 tiếng cồng
𨫋倞 cồng kềnh"
共,CỘNG,"共產 cộng sản
𠄩共𠀧平𠄼 hai cộng ba bằng năm"
共,cùng,"共僥 cùng nhau
共歲 cùng tuổi
[異]拱"
𤜯,cọp,𤜯𧴋 cọp beo
骨,CỐT,"𩩫骨 xương cốt
骨幹 cốt cán
骨肉 cốt nhục
骨𣑳 cốt lõi
至骨 chí cốt
骨𨨧 cốt thép"
傦,cốt,僮傦 đồng cốt
榾,cột,"榾𩩖 cột sống
柱榾 trụ cột"
𠹳,cợt,𢴉𠹳 đùa cợt
𠹳,kẹt,嘺𠹳 kẽo kẹt
𪀊,cu,"𪀄𪀊 chim cu
僶𪀊 thằng cu"
矩,CỦ,規矩 quy củ
𫚱,cú,"𡥵𫚱 con cú
𫚱貓 cú mèo
𫚱鶩 cú vọ"
劬,CÙ,"劬勞 cù lao
勤劬 cần cù
[翻]"
氍,cù,"氍𠓨腋 cù vào nách
氍𥉬 cù lét
氍㾄 cù rù"
𫇰,cũ,"𠸗𫇰 xưa cũ
伴𫇰 bạn cũ
𫇰𪨈 cũ càng
南斯𫇰 Nam Tư cũ
[異]𦧃𡳵𬞺"
具,CỤ,"用具 dụng cụ
工具 công cụ
醫具 y cụ
具體 cụ thể
具距 cụ cựa"
居,CƯ,"家居 gia cư
居住 cư trú
居民 cư dân
居處 cư xử"
舉,CỬ,"保舉 bầu cử
舉行 cử hành
舉擔 cử tạ
割舉 cắt cử
舉動 cử động
舉坐 cử toạ
()"
據,CỨ,"占據 chiếm cứ
憑據 bằng cứ
根據 căn cứ
據點 cứ điểm
捽軍𧗱據 rút quân về cứ"
據,cứ,"據𫜵 cứ làm
據𠫾 cứ đi
據如 cứ như
𩈘據𡍚𡍚 mặt cứ lầm lầm
[異]據"
拒,CỰ,"𢶢拒 chống cự
拒𠯆 cự nự
拒絕 cự tuyệt
抗拒 kháng cự"
距,CỰ,距離 cự li
距,cựa,"具距 cụ cựa
距揆 cựa quậy"
𧵑,của,"𧵑伮 của nó
𧵑𣒵 của cải
𧵑𧴱 của nợ
懷𧵑 hoài của
𧵑𥢆 của riêng"
鋸,cưa,鋸𠠚 cưa xẻ
𨷯,cửa,"𨷯茹 cửa nhà
𨷯行 cửa hàng
[異]𨷶𬮌()"
菊,CÚC,"花菊 hoa cúc
[翻]"
局,CỤC,"布局 bố cục
郵局 bưu cục
局面 cục diện
結局 kết cục
奇局 kì cục
總局 tổng cục"
局,cuộc,"局𠁀 cuộc đời
戰局 chiến cuộc
局棋 cuộc cờ
打局 đánh cuộc"
𫪐,cục,"𫪐𣝀 cục cằn
𠬠𫪐𡐙 một cục đất"
極,CỰC,"𢝙極 vui cực
極苦 cực khổ
積極 tích cực
極端 cực đoan
電極 điện cực
[翻]"
儈,cúi,"儈頭 cúi đầu
㩒儈 cắm cúi
掄儈 luồn cúi
𡥵儈 con cúi
[異]𫏱()"
𢷴,cụi,"扲𢷴 cặm cụi
𥟹𢷴 lụi cụi"
𤻎,cúm,病𤻎 bệnh cúm
檎,cùm,杠檎 gông cùm
㯲,cụm,"㯲花 cụm hoa
㯲詞 cụm từ
[翻]"
弓,CUNG,"弓箭 cung tiễn
弓道 cung đạo"
供,CUNG,"𠳨供 hỏi cung
口供 khẩu cung
供應 cung ứng
供給 cung cấp
供養 cung dưỡng
供奉 cung phụng"
供,CÚNG,供拜 cúng bái
恭,CUNG,"恭敬 cung kính
恭喜 cung hỉ
恭祝 cung chúc
[翻]"
宮,CUNG,"宮殿 cung điện
子宮 tử cung"
窮,CÙNG,"𡳳窮 cuối cùng
困窮 khốn cùng
貧窮 bần cùng
窮窘 cùng quẫn"
拱,cũng,"拱丕 cũng vậy
拱𢧚 cũng nên"
拱,ngõng,扢拱 ngặt ngõng
勁,cứng,"剛勁 cương cứng
勁哈 cứng cáp"
勁,cưng,"勁勁 cưng cứng
⇔勁cứng"
𡠣,cưới,𡌽𡠣 đám cưới
唭,cười,"弼唭 bật cười
𠲶唭 mỉm cười"
捲,cuốn,"捲冊 cuốn sách
膾捲 gỏi cuốn
餅捲 bánh cuốn"
淃,cuồn,淃淃 cuồn cuộn
淃,cuộn,"淃縺 cuộn len
淃圇 cuộn tròn
淃淃 cuồn cuộn"
狂,CUỒNG,"狂𤵺 cuồng dại
顒狂 ngông cuồng
癲狂 điên cuồng
狂怒 cuồng nộ"
剛,CƯƠNG,"剛勁 cương cứng
剛硬 cương ngạnh
剛毅 cương nghị
剛決 cương quyết
剛直 cương trực
金剛 kim cương"
剛,cang,"金剛 kim cang
剛強 cang cường
⇔剛cương"
綱,CƯƠNG,"大綱 đại cương
綱領 cương lĩnh
綱常 cương thường"
疆,CƯƠNG,"邊疆 biên cương
疆域 cương vực
萬壽無疆 vạn thọ vô cương"
繮,CƯƠNG,"絏繮 dây cương
繮馭 cương ngựa
鞍繮 yên cương"
強,CƯỜNG,"倔強 quật cường
強國 cường quốc
強壯 cường tráng
強調 cường điệu
𡥵渃強 con nước cường"
強,CƯỠNG,"勉強 miễn cưỡng
牽強 khiên cưỡng"
強,gượng,"𠡚強 gắng gượng
強押 gượng ép
強檤 gượng gạo"
強,gường,"強強 gường gượng
⇔強gượng"
鈒,cúp,"鈒琫跢洲亞 Cúp bóng đá châu Á
[翻]"
𡭕,cụt,"𡭕興 cụt hứng
𩩫𡭕 xương cụt
𥣛𡭕 mống cụt
[翻]"
扏,cưu,扏𫼳 cưu mang
九,CỬU,"瀧九龍 sông cửu long
九品 cửu phẩm
九泉 cửu tuyền"
九,cẩu,牌九 bài-cẩu
九,khươm,"九 khươm
數點𥪝㗂㑝俚𤞼。Sốđếmtrongtiếnglóngláilợn."
九,khơm,"九 khơm
⇔九khươm"
久,CỬU,"永久 vĩnh cửu
長久 trường cửu
[翻]"
灸,CỨU,"針灸 châm cứu
艾灸 ngải cứu"
究,CỨU,"研究 nghiên cứu
追究 truy cứu
究竟 cứu cánh"
救,CỨU,"救助 cứu trợ
救兵 cứu binh
救危 cứu nguy"
仇,CỪU,"仇敵 cừu địch
仇恨 cừu hận
仇視 cừu thị"
裘,CỪU,"𡥵裘 con cừu
裘茹 cừu nhà
𬦮裘 nhảy cừu"
裘,cưu,"羊裘 Dương Cưu
⇔裘cừu"
舊,CỰU,"守舊 thủ cựu
舊部長 cựu bộ trưởng"
仛,cha,"仛𡥵 cha con
[翻][異]吒"
鮓,chả,"𥻸鮓 bún chả
鮓𩵜 chả cá"
搽,chà,搽嚓 chà xát
搽,trà,搽𢶿 trà trộn
嗏,chà,"噯嗏 ái chà
噯嗏嗏 ái chà chà
喂嗏 úi chà
嗏噃 chà bá
喂嗏 ối chà
嗏吧 Chà Và"
𣗪,chà,𣗪蘿 chà là
㧻,chác,𢷮㧻 đổi chác
擢,chạc,"咹擢 ăn chạc
擢錢 chạc tiền
𨀧擢 chững chạc
[翻]"
𢡠,chắc,"信𢡠 tin chắc
𢡠𥗜 chắc chắn
𣩂𢡠 chết chắc
[異]聀"
𥑂,chai,"𥑂𤮗 chai lọ
[翻]"
䊷,chài,𩝇䊷 mồi chài
侢,chãi,凭侢 vững chãi
沚,chảy,"沚𧖱 chảy máu
𥺿沚 ỉa chảy"
𪸔,cháy,"𪸔茹 cháy nhà
𡌽𪸔 đám cháy"
𧼋,chạy,"𧼋試 chạy thi
𧼋賊 chạy giặc
𧼋𢬮 chạy chọt
𧼋𢵻 chạy chữa"
𪮻,chạm,撝𪮻 va chạm
𢟙,chăm,"𢟙只 chăm chỉ
𢟙𡭧chăm chút
𥆾𢟙𢟙 nhìn chăm chăm
[翻]"
𢲥,chằm,𢲥擡𢪷渃 chằm đài múc nước
針,CHÂM,"方針 phương châm
針灸 châm cứu
針砭 châm biếm"
針,kim,"針黹 kim chỉ
摸針底𣷭 mò kim đáy bể"
𠝻,châm,"𠝻擉 châm chọc
𠝻針 châm kim"
斟,CHÂM,"斟酌 châm chước
[翻]"
箴,CHÂM,箴言 châm ngôn
㴨,chấm,"㴨點 chấm điểm
㴨𠞹 chấm dứt
[異]枕"
踸,chậm,"𠫾踸 đi chậm
踸踸 chầm chậm
艚踸 tàu chậm"
踸,chầm,"踸踸 chầm chậm
⇔踸chậm"
滇,chan,"滇羹 chan canh
滇貯 chan chứa
斧㧺滇𠹗 búa đập chan chát"
𢥇,chán,"𢥇𩜽 chán ngán
𩛂𢥇 no chán
𢥇悜 chán chường
𢥇𢥪 chán nản
𢥇腓 chán phè
𢥇𧡊墓 chán thấy mồ"
𤛇,chăn,𤛇羝 chăn dê
𧜖,chăn,"𧜖葻 chăn bông
𧜖𥴜 chăn chiếu
[翻]"
𥗜,chắn,"𢡠𥗜 chắc chắn
𤇪𥗜 chín chắn
鏡𥗜𩙍 kính chắn gió"
浱,chặn,拫浱 ngăn chặn
浱,chận,⇔浱chặn
真,CHÂN,"真正 chân chính
真理 chân lí
真容 chân dung
真相 chân tướng
真質 chân chất
[翻]"
真,chơn,"真實 chơn thật
真理 chơn lí
⇔真chân[翻]"
蹎,chân,"蹎𨱽 chân dài
盤蹎 bàn chân"
振,CHẤN,振動 chấn động
桭,chấn,桭窻 chấn song
震,CHẤN,"地震 địa chấn
震傷 chấn thương"
㖘,chần,㖘𪡷 chần chừ
𣆮,chang,"依𣆮 y chang
𣌝𣆮𣆮 nắng chang chang"
庄,chăng,別庄？ Biết chăng?
拯,chẳng,"拯別 chẳng biết
拯𡀨 chẳng bõ
[異]庄庒"
𦁢,chằng,"𦁢㑜 chằng chịt
[翻]"
𦁢,dằng,"𦁢㑜 dằng dịt
⇔𦁢chằng"
𣑕,chặng,"𣑕塘 chặng đường
𣑕絏 chặng dây
𣑕𣘃 chặng cây"
正,CHÁNH,"正義 chánh nghĩa
正文房 chánh văn phòng
翁正總 ông chánh tổng"
正,CHÍNH,"意正 ý chính
正式 chính thức
正確 chính xác
[翻]"
正,giêng,𣎃正 tháng giêng
